Drink,Ingredient,Amount,IngredientUse,Glass,HowToMix
La Louche,Lime Juice,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
La Louche,Simple Syrup,.25oz,Build,Coupe,Shake with ice and strain into a chilled coupe
La Louche,Yellow Chartreuse,.25oz,Build,Coupe,Shake with ice and strain into a chilled coupe
La Perla,Lustau Manzanilla Sherry,1.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
La Perla,Partida Reposado Tequila,1.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
La Perla,Lemon Twist,1,Garnish,Coupe,Stir with ice and strain into a chilled coupe
La Perla,Mathilde Pear Liqueur,.75oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Lacrimosa,Rittenhouse Bonded Rye Whiskey,2oz,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Lacrimosa,Flamed Orange Twist,1,Garnish,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Lacrimosa,Amaro Ciociaro,.75oz,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Lacrimosa,Luxardo Bitter,.75oz,Build,Rocks,Stir with ice and strain over one large cube into a chilled rocks glass
Lake George,Glenlivet 12-Year-Old Single Malt Scotch Whisky,1oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Lake George,Jameson Irish Whiskey,1oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Lake George,Drambuie,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Lake George,Lemon Juice,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Last Word,Green Chartreuse,.75oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Last Word,Lime Juice,.75oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Last Word,Luxardo Maraschino Liqueur,.75oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Last Word,Tanqueray Gin,.75oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Lawn Dart,Partida Blanco Tequila,1oz,Build,Collins,Shake with ice and fine-strain into a chilled Collins glass filled with ice
Lawn Dart,Tanqueray Gin,1oz,Build,Collins,Shake with ice and fine-strain into a chilled Collins glass filled with ice
Lawn Dart,Green Pepper Slice,1,Muddle,Collins,Shake with ice and fine-strain into a chilled Collins glass filled with ice
Lawn Dart,Lime Wheel,1,Garnish,Collins,Shake with ice and fine-strain into a chilled Collins glass filled with ice
Lawn Dart,Umbrella,1,Garnish,Collins,Shake with ice and fine-strain into a chilled Collins glass filled with ice
Lawn Dart,Agave Syrup,.75oz,Build,Collins,Shake with ice and fine-strain into a chilled Collins glass filled with ice
Lawn Dart,Lime Juice,.75oz,Build,Collins,Shake with ice and fine-strain into a chilled Collins glass filled with ice
Lawn Dart,Green Chartreuse,.25oz,Build,Collins,Shake with ice and fine-strain into a chilled Collins glass filled with ice
Le Pere Bis,Freshly Brewed Chamomile Tea,4oz,Build,Mug,Add everything to a pre-heated heatproof mug and stir
Le Pere Bis,Clove,3,Garnish,Mug,Add everything to a pre-heated heatproof mug and stir
Le Pere Bis,Ardbeg 10-Year-Old Single Malt Scotch Whisky,1.5oz,Build,Mug,Add everything to a pre-heated heatproof mug and stir
Le Pere Bis,Lemon Wedge,1,Garnish,Mug,Add everything to a pre-heated heatproof mug and stir
Le Pere Bis,Honey Syrup,.5oz,Build,Mug,Add everything to a pre-heated heatproof mug and stir
Le Pere Bis,St. Germain Elderflower Liqueur,.5oz,Build,Mug,Add everything to a pre-heated heatproof mug and stir
Leapfrog,Mint Leaf,6,Muddle,Coupe,Shake with ice and fine-strain into a chilled coupe
Leapfrog,House Orange Bitters,2dashes,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Leapfrog,Plymouth Gin,1oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Leapfrog,Lemon Juice,.75oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Leapfrog,Rothman & Winter Orchard Apricot,.5oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Leapfrog,Simple Syrup,.25oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Left Coast,Rothman & Winter Creme de Violette,1barspoon,Build,Coupe,Shake with ice and strain into a chilled coupe
Left Coast,Anchor Genevieve,.75oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Left Coast,Clear Creek Pear Brandy,.75oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Left Coast,Lemon Juice,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Left Coast,Luxardo Maraschino Liqueur,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Left Coast,Pineapple Juice,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Left Hand Cocktail,Brandied Cherry,3,Garnish,Coupe,Stir with ice and strain into a chilled coupe
Left Hand Cocktail,Bittermens Xocolatl Mole Bitters,2dashes,Build,Coupe,Stir with ice and strain into a chilled coupe
Left Hand Cocktail,Elijah Craig 12-Year-Old Bourbon,1.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Left Hand Cocktail,Campari,.75oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Left Hand Cocktail,Carpano Antica Sweet Vermouth,.75oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Lion's Tooth,Dandelion Root-Infused Rittenhouse Bonded Rye Whiskey,2oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Lion's Tooth,Lustau Palo Cortado Sherry,.75oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Lion's Tooth,Yellow Chartreuse,.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Lion's Tooth,St. Germain Elderflower Liqueur,.25oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Little Bit Country,Bulleit Bourbon,2oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Little Bit Country,Angostura Bitters,1dash,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Little Bit Country,House Orange Bitters,1dash,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Little Bit Country,Flamed Orange Twist,1,Garnish,Coupe,Shake with ice and fine-strain into a chilled coupe
Little Bit Country,Jalapeno Slice with few seeds,1,Muddle,Coupe,Shake with ice and fine-strain into a chilled coupe
Little Bit Country,Lemon Juice,.75oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Little Bit Country,Deep Mountain Grade B Maple Syrup,.5oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Little Bit Country,Luxardo Maraschino Liqueur,.25oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Luau,Large Straw,2,Garnish,Rocks,Shake with ice and strain into a chilled rocks glass filled with pebble ice
Luau,Angostura Bitters,1dash,Build,Rocks,Shake with ice and strain into a chilled rocks glass filled with pebble ice
Luau,Lime Wheel,1,Garnish,Rocks,Shake with ice and strain into a chilled rocks glass filled with pebble ice
Luau,Orange Wheel,1,Garnish,Rocks,Shake with ice and strain into a chilled rocks glass filled with pebble ice
Luau,Umbrella,1,Garnish,Rocks,Shake with ice and strain into a chilled rocks glass filled with pebble ice
Luau,Appleton Estate V/X Rum,.75oz,Build,Rocks,Shake with ice and strain into a chilled rocks glass filled with pebble ice
Luau,El Dorado 15-Year-Old Rum,.75oz,Build,Rocks,Shake with ice and strain into a chilled rocks glass filled with pebble ice
Luau,Wray & Nephew Overproof Rum,.75oz,Build,Rocks,Shake with ice and strain into a chilled rocks glass filled with pebble ice
Luau,Lime Juice,.5oz,Build,Rocks,Shake with ice and strain into a chilled rocks glass filled with pebble ice
Luau,Simple Syrup,.5oz,Build,Rocks,Shake with ice and strain into a chilled rocks glass filled with pebble ice
Luau,Boiron Passion Fruit Puree,.25oz,Build,Rocks,Shake with ice and strain into a chilled rocks glass filled with pebble ice
Luau,Kassatly Chtaura Orgeat,.25oz,Build,Rocks,Shake with ice and strain into a chilled rocks glass filled with pebble ice
Mae West Royal Diamond Fizz,Whiskey-soaked Goji Berry,3,Garnish,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Mae West Royal Diamond Fizz,Goji Berry-Infused Four Roses Single Barrel Bourbon,2oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Mae West Royal Diamond Fizz,Grapefruit Juice,1oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Mae West Royal Diamond Fizz,Whole Egg,1,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Mae West Royal Diamond Fizz,Pama Pomegranate Liqueur,.5oz,Build,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Mae West Royal Diamond Fizz,Cayenne,,Rim,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Mae West Royal Diamond Fizz,Cocoa Powder,,Rim,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Mae West Royal Diamond Fizz,Sugar,,Rim,Egg Coupe,"Dry-shake, then shake with ice and strain into a chilled egg coupe"
Mai-Tai,Banks 5 Island Rum,1oz,Build,Rocks,Shake with ice and strain into a chilled rocks glass filled with pebble ice
Mai-Tai,Lime Juice,1oz,Build,Rocks,Shake with ice and strain into a chilled rocks glass filled with pebble ice
Mai-Tai,Rhum Clement V.S.O.P.,1oz,Build,Rocks,Shake with ice and strain into a chilled rocks glass filled with pebble ice
Mai-Tai,Mint Sprig,1,Garnish,Rocks,Shake with ice and strain into a chilled rocks glass filled with pebble ice
Mai-Tai,Kassatly Chtaura Orgeat,.5oz,Build,Rocks,Shake with ice and strain into a chilled rocks glass filled with pebble ice
Mai-Tai,Marie Brizard Orange Curacao,.5oz,Build,Rocks,Shake with ice and strain into a chilled rocks glass filled with pebble ice
Manhattan,Brandied Cherry,3,Garnish,Coupe,Stir with ice and strain into a chilled coupe
Manhattan,Wild Turkey Rye Whiskey,2oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Manhattan,Angostura Bitters,2dashes,Build,Coupe,Stir with ice and strain into a chilled coupe
Manhattan,Martini Sweet Vermouth,1oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Margarita,El Tesoro Platinum Tequila,2oz,Build,Rocks,Shake with ice and strain into a chilled rocks glass filled with ice or a chilled coupe
Margarita,Lime Wheel,1,Garnish,Rocks,Shake with ice and strain into a chilled rocks glass filled with ice or a chilled coupe
Margarita,Cointreau,.75oz,Build,Rocks,Shake with ice and strain into a chilled rocks glass filled with ice or a chilled coupe
Margarita,Lime Juice,.75oz,Build,Rocks,Shake with ice and strain into a chilled rocks glass filled with ice or a chilled coupe
Margarita,Agave Syrup,.25oz,Build,Rocks,Shake with ice and strain into a chilled rocks glass filled with ice or a chilled coupe
Mariner,Compass Box Oak Cross Blended Malt Scotch Whisky,2oz,Build,Rocks,Shake with ice and strain over one large cube into a chilled rocks glass
Mariner,Lemon Twist,1,Garnish,Rocks,Shake with ice and strain over one large cube into a chilled rocks glass
Mariner,Black Cardamom Syrup,.5oz,Build,Rocks,Shake with ice and strain over one large cube into a chilled rocks glass
Mariner,Lemon Juice,.25oz,Build,Rocks,Shake with ice and strain over one large cube into a chilled rocks glass
Mariner,Pineapple Juice,.25oz,Build,Rocks,Shake with ice and strain over one large cube into a chilled rocks glass
Martinez,Adam Elmegirab's Boker's Bitters,2dashes,Build,Coupe,Stir with ice and strain into a chilled coupe
Martinez,Dolin Sweet Vermouth,1.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Martinez,Hayman's Old Tom Gin,1.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Martinez,Orange Twist,1,Garnish,Coupe,Stir with ice and strain into a chilled coupe
Martinez,Luxardo Maraschino Liqueur,.25oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Martini,Plymouth Gin,3oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Martini,Dolin Dry Vermouth,1oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Martini,Lemon Twist,1,Garnish,Coupe,Stir with ice and strain into a chilled coupe
Mary Pickford,Banks 5 Island Rum,2oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Mary Pickford,Pineapple Juice,.75oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Mary Pickford,Luxardo Maraschino Liqueur,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Mary Pickford,House Grenadine,.25oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Masataka Swizzle,Peychaud's Bitters,3dashes,Garnish,Rocks,"Add everything to a chilled rocks glass, then top with pebble ice. Swizzle, then top with more pebble ice and swizzle again"
Masataka Swizzle,Demerara Syrup,1barspoon,Build,Rocks,"Add everything to a chilled rocks glass, then top with pebble ice. Swizzle, then top with more pebble ice and swizzle again"
Masataka Swizzle,Nikka Taketsuru 12-Year-Old Japanese Malt Whisky,1.5oz,Build,Rocks,"Add everything to a chilled rocks glass, then top with pebble ice. Swizzle, then top with more pebble ice and swizzle again"
Masataka Swizzle,Mint Sprig,1,Garnish,Rocks,"Add everything to a chilled rocks glass, then top with pebble ice. Swizzle, then top with more pebble ice and swizzle again"
Masataka Swizzle,Lemon Juice,.5oz,Build,Rocks,"Add everything to a chilled rocks glass, then top with pebble ice. Swizzle, then top with more pebble ice and swizzle again"
Masataka Swizzle,Luxardo Amaretto,.5oz,Build,Rocks,"Add everything to a chilled rocks glass, then top with pebble ice. Swizzle, then top with more pebble ice and swizzle again"
Master Cleanse,Laird's Bonded Apple Brandy,2oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Master Cleanse,Herb Pharm Goldenseal Tincture,20drops,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Master Cleanse,Jalapeno Slice no seeds,2,Muddle,Coupe,Shake with ice and fine-strain into a chilled coupe
Master Cleanse,Jalapeno Slice no seeds,1,Garnish,Coupe,Shake with ice and fine-strain into a chilled coupe
Master Cleanse,Lemon Juice,.75oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Master Cleanse,Deep Mountain Grade B Maple Syrup,.5oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
May Daisy,Hine V.S.O.P. Cognac,2oz,Build,Wine,Shake with ice and strain into a chilled white wine glass filled with ice
May Daisy,Lemon Juice,1oz,Build,Wine,Shake with ice and strain into a chilled white wine glass filled with ice
May Daisy,Mint Sprig,1,Garnish,Wine,Shake with ice and strain into a chilled white wine glass filled with ice
May Daisy,Green Chartreuse,.75oz,Build,Wine,Shake with ice and strain into a chilled white wine glass filled with ice
May Daisy,Simple Syrup,.75oz,Build,Wine,Shake with ice and strain into a chilled white wine glass filled with ice
May Day,Fee Brothers Rhubarb Bitters,3dashes,Build,Coupe,Stir with ice and strain into a chilled coupe
May Day,Moet Imperial Champagne,2oz,Top,Coupe,Stir with ice and strain into a chilled coupe
May Day,Simple Syrup,1barspoon,Build,Coupe,Stir with ice and strain into a chilled coupe
May Day,Aperol,.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
May Day,Lemon Juice,.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
May Day,Plymouth Gin,.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Melon Stand,Watermelon Ball,3,Garnish,Collins glass,Shake with ice and strain into a chilled Collins glass filled with pebble ice
Melon Stand,Plymouth Gin,2oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with pebble ice
Melon Stand,Watermelon Juice,1oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with pebble ice
Melon Stand,Lemon Juice,.75oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with pebble ice
Melon Stand,Aperol,.5oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with pebble ice
Melon Stand,Simple Syrup,.5oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with pebble ice
Mexicano,Cucumber Slice,3,Muddle,Coupe,Stir with ice and fine-strain into a chilled coupe
Mexicano,Moet Imperial Champagne,2oz,Top,Coupe,Stir with ice and fine-strain into a chilled coupe
Mexicano,Partida Reposado Tequila,1.5oz,Build,Coupe,Stir with ice and fine-strain into a chilled coupe
Mexicano,Lemon Twist,1,Garnish,Coupe,Stir with ice and fine-strain into a chilled coupe
Mexicano,Gran Classico Bitter,.75oz,Build,Coupe,Stir with ice and fine-strain into a chilled coupe
Mezcal Mule,Cucumber Slice,3,Muddle,Rocks,Shake with ice and strain into a chilled rocks glass filled with ice
Mezcal Mule,House Ginger Beer,1oz,Build,Rocks,Shake with ice and strain into a chilled rocks glass filled with ice
Mezcal Mule,Sombra Mezcal,1.5oz,Build,Rocks,Shake with ice and strain into a chilled rocks glass filled with ice
Mezcal Mule,Candied Ginger,1,Garnish,Rocks,Shake with ice and strain into a chilled rocks glass filled with ice
Mezcal Mule,Cucumber Slice,1,Garnish,Rocks,Shake with ice and strain into a chilled rocks glass filled with ice
Mezcal Mule,Pinch Ground Chili,1,Garnish,Rocks,Shake with ice and strain into a chilled rocks glass filled with ice
Mezcal Mule,Boiron Passion Fruit Puree,.75oz,Build,Rocks,Shake with ice and strain into a chilled rocks glass filled with ice
Mezcal Mule,Lime Juice,.75oz,Build,Rocks,Shake with ice and strain into a chilled rocks glass filled with ice
Mezcal Mule,Agave Syrup,.5oz,Build,Rocks,Shake with ice and strain into a chilled rocks glass filled with ice
Midnight Express,Freshly Brewed Coffee,3oz,Build,Mug,Add everything to a pre-heated heatproof mug and stir
Midnight Express,Walnut-Infused Hine V.S.O.P. Cognac,1.5oz,Build,Mug,Add everything to a pre-heated heatproof mug and stir
Midnight Express,Pinch Grated Nutmeg,1,Garnish,Mug,Add everything to a pre-heated heatproof mug and stir
Midnight Express,Luxardo Amaretto,.25oz,Build,Mug,Add everything to a pre-heated heatproof mug and stir
Midnight Express,Simple Syrup,.25oz,Build,Mug,Add everything to a pre-heated heatproof mug and stir
Midnight Express,Freshly Whipped Cream,,Garnish,Mug,Add everything to a pre-heated heatproof mug and stir
Milk Punch,Myers's Dark Rum,1oz,Build,Rocks,Shake with ice and strain over one large cube into a chilled rocks glass
Milk Punch,Pierre Ferrand Ambre Cognac,1oz,Build,Rocks,Shake with ice and strain over one large cube into a chilled rocks glass
Milk Punch,Whole Milk,1.5oz,Build,Rocks,Shake with ice and strain over one large cube into a chilled rocks glass
Milk Punch,Pinch Grated Nutmeg,1,Garnish,Rocks,Shake with ice and strain over one large cube into a chilled rocks glass
Milk Punch,Simple Syrup,.75oz,Build,Rocks,Shake with ice and strain over one large cube into a chilled rocks glass
Mint Apple Crisp,Granny Smith Apple Slice,3,Muddle,Coupe,Stir with ice and fine-strain into a chilled coupe
Mint Apple Crisp,Honeydew Melon Ball,3,Garnish,Coupe,Stir with ice and fine-strain into a chilled coupe
Mint Apple Crisp,Heart of the Hudson Apple Vodka,2oz,Build,Coupe,Stir with ice and fine-strain into a chilled coupe
Mint Apple Crisp,Mint Leaf,2,Muddle,Coupe,Stir with ice and fine-strain into a chilled coupe
Mint Apple Crisp,Masumi Arabashiri Sake,1oz,Build,Coupe,Stir with ice and fine-strain into a chilled coupe
Mint Apple Crisp,Simple Syrup,.25oz,Build,Coupe,Stir with ice and fine-strain into a chilled coupe
Mint Julep,Mint Leaf,8,Muddle,Julep Cup,"Add everything to chilled julep cup, then pebble ice and swizzle then add more pebble ice and swizzle again"
Mint Julep,Mint Leaf,3,Garnish,Julep Cup,"Add everything to chilled julep cup, then pebble ice and swizzle then add more pebble ice and swizzle again"
Mint Julep,Booker's Bourbon,2.5oz,Build,Julep Cup,"Add everything to chilled julep cup, then pebble ice and swizzle then add more pebble ice and swizzle again"
Mint Julep,Simple Syrup,.5oz,Build,Julep Cup,"Add everything to chilled julep cup, then pebble ice and swizzle then add more pebble ice and swizzle again"
Mojito,Mint Leaf,8,Muddle,Collins,Shake with ice and fine-strain into a chilled Collins glass filled with ice
Mojito,Banks 5 Island Rum,2oz,Build,Collins,Shake with ice and fine-strain into a chilled Collins glass filled with ice
Mojito,Club Soda,1oz,Top,Collins,Shake with ice and fine-strain into a chilled Collins glass filled with ice
Mojito,Simple Syrup,1oz,Build,Collins,Shake with ice and fine-strain into a chilled Collins glass filled with ice
Mojito,Mint Sprig,1,Garnish,Collins,Shake with ice and fine-strain into a chilled Collins glass filled with ice
Mojito,Lime Juice,.75oz,Build,Collins,Shake with ice and fine-strain into a chilled Collins glass filled with ice
Monkey Gland,Beefeater Gin,2oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Monkey Gland,Orange Juice,1oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Monkey Gland,Al Wadi Pomegranate Molasses,1barspoon,Build,Coupe,Shake with ice and strain into a chilled coupe
Monkey Gland,Vieux Pontarlier Absinthe,,Rinse,Coupe,Shake with ice and strain into a chilled coupe
Montgomery Smith,Hine V.S.O.P. Cognac,2oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Montgomery Smith,Lemon Twist,1,Garnish,Coupe,Stir with ice and strain into a chilled coupe
Montgomery Smith,Benedictine,.5oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Montgomery Smith,Fernet Branca,.25oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Morango Fizz,Strawberry-Infused Mae de Ouro Cachaca,2oz,Build,Fizz,"Dry-shake, then shake with ice and strain into a chilled fizz glass"
Morango Fizz,Club Soda,1oz,Top,Fizz,"Dry-shake, then shake with ice and strain into a chilled fizz glass"
Morango Fizz,Egg White,1,Build,Fizz,"Dry-shake, then shake with ice and strain into a chilled fizz glass"
Morango Fizz,Lemon Juice,.75oz,Build,Fizz,"Dry-shake, then shake with ice and strain into a chilled fizz glass"
Morango Fizz,Simple Syrup,.75oz,Build,Fizz,"Dry-shake, then shake with ice and strain into a chilled fizz glass"
Moscow Mule,House Ginger Beer,1oz,Build,Mule Cup,Shake with ice and strain into a chilled mule cup filled with ice
Moscow Mule,Simple Syrup,1oz,Build,Mule Cup,Shake with ice and strain into a chilled mule cup filled with ice
Moscow Mule,Smirnoff Black Vodka,1.5oz,Build,Mule Cup,Shake with ice and strain into a chilled mule cup filled with ice
Moscow Mule,Candied Ginger,1,Garnish,Mule Cup,Shake with ice and strain into a chilled mule cup filled with ice
Moscow Mule,Lime Wheel,1,Garnish,Mule Cup,Shake with ice and strain into a chilled mule cup filled with ice
Moscow Mule,Lime Juice,.75oz,Build,Mule Cup,Shake with ice and strain into a chilled mule cup filled with ice
Mount Vernon,Brandied Cherry,3,Garnish,Coupe,Shake with ice and strain into a chilled coupe
Mount Vernon,Clear Creek Kirschwasser,1oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Mount Vernon,Gran Duque D'Alba Brandy de Jerez,1oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Mount Vernon,Grapefruit Juice,.75oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Mount Vernon,Cherry Heering,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Mount Vernon,Lustau Pedro Ximenez Sherry,.5oz,Build,Coupe,Shake with ice and strain into a chilled coupe
Mum's Apple Pie,Red Jacket Orchards Apple Cider,1oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with pebble ice
Mum's Apple Pie,Havana Club 7-Year-Old Rum,1.5oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with pebble ice
Mum's Apple Pie,Apple Slice,1,Garnish,Collins glass,Shake with ice and strain into a chilled Collins glass filled with pebble ice
Mum's Apple Pie,Pinch Grated Cinnamon,1,Garnish,Collins glass,Shake with ice and strain into a chilled Collins glass filled with pebble ice
Mum's Apple Pie,Pinch Grated Nutmeg,1,Garnish,Collins glass,Shake with ice and strain into a chilled Collins glass filled with pebble ice
Mum's Apple Pie,Lemon Juice,.75oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with pebble ice
Mum's Apple Pie,Demerara Syrup,.5oz,Build,Collins glass,Shake with ice and strain into a chilled Collins glass filled with pebble ice
Navy Grog,Appleton Estate Reserve Rum,1oz,Build,Collins,"Build in a chilled Collins glass, fill with pebble ice and swizzle, then add more ice"
Navy Grog,El Dorado 15-Year-Old Rum,1oz,Build,Collins,"Build in a chilled Collins glass, fill with pebble ice and swizzle, then add more ice"
Navy Grog,Gosling's Black Seal Rum,1oz,Build,Collins,"Build in a chilled Collins glass, fill with pebble ice and swizzle, then add more ice"
Navy Grog,Grapefruit Juice,.75oz,Build,Collins,"Build in a chilled Collins glass, fill with pebble ice and swizzle, then add more ice"
Navy Grog,Lime Juice,.75oz,Build,Collins,"Build in a chilled Collins glass, fill with pebble ice and swizzle, then add more ice"
Navy Grog,Honey Syrup,.5oz,Build,Collins,"Build in a chilled Collins glass, fill with pebble ice and swizzle, then add more ice"
Negroni,Beefeater Gin,1.25oz,Build,Coupe/Rocks,Stir with ice and strain into a chilled coupe or over ice in a chilled rocks glass
Negroni,Campari,1.25oz,Build,Coupe/Rocks,Stir with ice and strain into a chilled coupe or over ice in a chilled rocks glass
Negroni,Martini Sweet Vermouth,1.25oz,Build,Coupe/Rocks,Stir with ice and strain into a chilled coupe or over ice in a chilled rocks glass
Negroni,Orange Twist,1,Garnish,Coupe/Rocks,Stir with ice and strain into a chilled coupe or over ice in a chilled rocks glass
New Amsterdam,Bols Genever,2oz,Build,Coupe,Stir with ice and strain into a chilled coupe
New Amsterdam,Peychaud's Bitters,2dashes,Build,Coupe,Stir with ice and strain into a chilled coupe
New Amsterdam,Clear Creek Kirschwasser,1oz,Build,Coupe,Stir with ice and strain into a chilled coupe
New Amsterdam,Demerara Syrup,1barspoon,Build,Coupe,Stir with ice and strain into a chilled coupe
New Amsterdam,Lemon Twist,1,Garnish,Coupe,Stir with ice and strain into a chilled coupe
New York Flip,Noval Black Port,2oz,Top,Coupe,"Dry-shake, then shake with ice and strain into a chilled coupe"
New York Flip,Elijah Craig 12-Year-Old Bourbon,1oz,Build,Coupe,"Dry-shake, then shake with ice and strain into a chilled coupe"
New York Flip,Egg Yolk,1,Build,Coupe,"Dry-shake, then shake with ice and strain into a chilled coupe"
New York Flip,Pinch Grated Nutmeg,1,Garnish,Coupe,"Dry-shake, then shake with ice and strain into a chilled coupe"
New York Flip,Heavy Cream,.5oz,Build,Coupe,"Dry-shake, then shake with ice and strain into a chilled coupe"
New York Flip,Simple Syrup,.25oz,Build,Coupe,"Dry-shake, then shake with ice and strain into a chilled coupe"
Newark,Laird's Bonded Apple Brandy,2oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Newark,Vya Sweet Vermouth,1oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Newark,Fernet Branca,.25oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Newark,Maraska Maraschino Liqueur,.25oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Newfangled,Brandied Cherry,3,Muddle,Coupe,Shake with ice and fine-strain into a chilled coupe
Newfangled,Old Grand-Dad Bonded Bourbon,2oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Newfangled,Southampton Double White Ale,2oz,Top,Coupe,Shake with ice and fine-strain into a chilled coupe
Newfangled,Angostura Bitters,2dashes,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Newfangled,Orange,.5wheel,Muddle,Coupe,Shake with ice and fine-strain into a chilled coupe
Newfangled,Simple Syrup,.25oz,Build,Coupe,Shake with ice and fine-strain into a chilled coupe
Nigori Milk Punch,Feldman's Barrel Aged Bitters,3dashes,Build,Coupe,Stir with ice and strain into a chilled coupe
Nigori Milk Punch,Kamoizumi Nigori Sake,2oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Nigori Milk Punch,Hine V.S.O.P. Cognac,1oz,Build,Coupe,Stir with ice and strain into a chilled coupe
Nigori Milk Punch,Pinch Grated Nutmeg,1,Garnish,Coupe,Stir with ice and strain into a chilled coupe
